Name,Score,Genres,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Stitch to Suna no Wakusei,5.75,"Sci-Fi, Adventure, Comedy, Kids",1,16-Jun-12,Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,48 min.,G - All Ages,8993,11810,567,1,18,278,11,51,209,16,3,6,22,30,54,14,12,2,11
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.73,Comedy,3,23-Jul-14,Unknown,Unknown,Unknown,Sunrise,Unknown,8 min. per ep.,PG-13 - Teens 13 or older,4756,4866,10122,35,338,5766,181,193,3644,484,266,462,874,776,431,185,94,57,56
Glass no Hana to Kowasu Sekai,6.73,Sci-Fi,1,9-Jan-16,Unknown,"Pony Canyon, DAX Production",Ponycan USA,A-1 Pictures,Original,1 hr. 7 min.,PG-13 - Teens 13 or older,4749,3102,27841,76,854,14106,376,323,12182,584,918,2082,3047,2237,1175,596,253,124,62
Sakura Capusule,6.07,"Slice of Life, Kids",1,29-Aug-14,Unknown,Unknown,Unknown,Lerche,Original,40 min.,G - All Ages,7953,10192,1127,2,44,387,25,37,634,11,11,33,62,75,62,27,8,5,4
Koori no Kuni no Misuke,Unknown,"Adventure, Kids",1,"Jul, 1970",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,16 min.,G - All Ages,15148,13998,260,0,14,91,8,45,102,8,1,1,12,6,18,7,3,1,6
Mahou Shoujo Lyrical Nanoha ViVid,6.74,"Action, Adventure, Magic, Martial Arts",12,"Apr 3, 2015 to Jun 19, 2015",Spring 2015,"Aniplex, Starchild Records",Unknown,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,4719,3521,21552,48,1377,10410,885,1108,7772,445,567,1367,2432,1699,930,382,193,64,78
Peeping Life: The Perfect Explosion Specials,Unknown,"Slice of Life, Comedy",2,18-Oct-12,Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,4 min. per ep.,G - All Ages,11510,13583,291,0,11,107,9,52,112,5,1,1,6,9,11,10,2,6,15
Hacka Doll,5.72,Fantasy,2,"Aug 15, 2014 to Sep 18, 2014",Unknown,Unknown,Unknown,Trigger,Other,1 min. per ep.,PG-13 - Teens 13 or older,9076,5560,7308,5,362,2708,162,191,3885,54,57,132,275,438,438,188,86,40,41
Backkom Meogeujan Yeohaeng,5.63,"Magic, Adventure, Comedy, Kids",1,22-Mar-07,Unknown,Unknown,Unknown,RG Animation Studios,Original,1 hr. 16 min.,G - All Ages,9351,13045,352,1,6,224,6,51,65,10,2,3,22,27,38,11,9,6,10
Backkom 2,5.81,"Comedy, Kids",52,2007,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min. per ep.,G - All Ages,8782,11841,555,0,14,402,9,63,67,18,10,20,38,65,56,25,14,11,17
Backkom Sports,5.78,"Comedy, Kids, Sports",52,2009,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min. per ep.,G - All Ages,8911,12123,496,0,14,336,10,59,77,21,7,14,32,52,47,19,17,5,15
Clock,5.06,Dementia,1,1999,Unknown,Unknown,Unknown,RG Animation Studios,Original,1 min.,G - All Ages,10546,13604,290,0,10,160,6,25,89,9,Unknown,3,4,12,25,16,14,14,13
Angel (Special),5.38,Dementia,1,2001,Unknown,Unknown,Unknown,RG Animation Studios,Original,6 min.,G - All Ages,9960,12584,417,1,9,246,9,37,116,10,1,9,9,41,39,18,13,10,18
I Love Picnic,5.48,"Kids, Comedy",1,2003,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min.,G - All Ages,9724,12828,374,0,23,247,3,38,63,6,2,6,18,33,51,31,17,4,10
I Love Sky,5.42,"Kids, Comedy",1,2004,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min.,G - All Ages,9892,12896,369,0,7,277,4,37,44,9,2,9,16,46,56,21,22,9,12
Contact 2,5.52,"Kids, Comedy, Sci-Fi",1,2006,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min.,G - All Ages,9626,13322,317,0,3,233,3,36,42,10,2,5,11,42,40,16,14,7,7
Sheep in the Island,Unknown,Comedy,2,2004,Unknown,Unknown,Unknown,RG Animation Studios,Original,9 min. per ep.,G - All Ages,11927,14627,215,1,7,120,5,34,49,8,2,1,3,8,21,12,10,11,7
Ultra Dino Makera,Unknown,"Action, Kids",1,2008,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min.,G - All Ages,12702,15191,183,1,9,105,1,33,35,6,Unknown,2,5,6,21,14,6,2,4
Private Eye Dol,Unknown,"Comedy, Mystery",3,"Aug 12, 1995 to Apr 5, 1996",Unknown,Studio Comet,Unknown,Unknown,Unknown,15 min. per ep.,PG-13 - Teens 13 or older,11624,14315,236,0,13,62,5,27,129,7,1,2,5,8,5,Unknown,3,3,4
Contact,5.18,"Sci-Fi, Comedy, Kids",1,21-Jun-04,Unknown,Unknown,Unknown,RG Animation Studios,Original,1 min.,G - All Ages,10360,13175,335,0,3,239,3,42,48,7,2,3,7,33,38,30,13,16,22
Tensai Bakavon: Yomigaeru Flanders no Inu,Unknown,"Comedy, Parody",1,23-May-15,Unknown,Unknown,Unknown,DLE,Original,1 hr. 25 min.,G - All Ages,12441,13883,266,1,15,49,5,40,157,5,3,Unknown,5,5,4,2,Unknown,Unknown,2
Bishoujo Mobage: Mobami-chan,5.39,"Game, Music",1,14-Aug-14,Unknown,Unknown,Unknown,Trigger,Game,1 min.,PG-13 - Teens 13 or older,9958,8730,2099,2,67,1374,20,47,591,33,5,44,111,202,301,90,62,38,32
Minna Atsumare! Falcom Gakuen SC,6.03,"Parody, Comedy, School, Seinen",12,"Jan 4, 2015 to Mar 22, 2015",Winter 2015,DAX Production,Unknown,Unknown,4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,8122,8168,2602,1,144,1072,84,133,1169,55,37,73,153,198,139,58,43,27,20
SheepWolf,Unknown,"Kids, Comedy",1,8-Apr-09,Unknown,Unknown,Unknown,RG Animation Studios,Original,2 min.,G - All Ages,11920,14757,207,1,8,121,2,32,44,6,1,Unknown,7,13,13,20,9,6,13
His Lipstick,Unknown,"Kids, Comedy",1,24-Feb-12,Unknown,Unknown,Unknown,RG Animation Studios,Original,5 min.,G - All Ages,14447,15393,172,0,6,99,3,24,40,4,Unknown,Unknown,6,21,7,10,4,9,6
Super Backkom,5.58,"Comedy, Kids, Super Power",1,2008,Unknown,Unknown,Unknown,RG Animation Studios,Original,7 min.,G - All Ages,9474,13616,288,0,6,198,4,45,35,10,2,3,14,31,39,14,10,6,7
Backkom Mission Impossible,5.88,"Comedy, Kids, Parody",2,2008,Unknown,Unknown,Unknown,RG Animation Studios,Original,39 sec. per ep.,G - All Ages,8568,13419,304,0,8,199,6,50,41,10,2,7,19,26,33,11,3,5,7
Backkom: Jung-gug Gijeogwi,5.52,"Comedy, Kids",1,2013,Unknown,Unknown,Unknown,RG Animation Studios,Original,31 sec.,G - All Ages,9609,12859,369,0,4,276,3,43,43,12,2,5,10,40,51,21,7,11,13
Backkom Specials,5.85,"Super Power, Comedy, Kids",8,2007 to 2013,Unknown,Unknown,Unknown,RG Animation Studios,Original,49 sec. per ep.,G - All Ages,8695,13260,321,0,6,213,5,50,47,15,4,6,17,33,26,11,9,4,5
Rokujouma no Shinryakusha!?,6.64,"Comedy, Supernatural, Romance, School",1,"Jun, 2010",Unknown,Unknown,Unknown,SILVER LINK.,Light novel,6 min.,PG-13 - Teens 13 or older,5172,6036,5960,12,211,3469,127,119,2034,153,127,288,528,486,269,70,38,17,23
Haiyore! Nyaruko-san F,7.5,"Sci-Fi, Comedy, Parody, Romance",1,19-Jun-15,Unknown,"Sotsu, Studio Mausu, DIVE II Entertainment, Avex Pictures",Unknown,Xebec,Light novel,27 min.,PG-13 - Teens 13 or older,1576,2377,45871,77,999,33850,395,236,10391,2210,2992,6388,6864,2824,1064,354,156,63,60
Obake Entotsu no Uta,Unknown,"Kids, Historical",1,29-May-93,Unknown,Unknown,Unknown,Unknown,Unknown,42 min.,PG - Children,11265,15281,179,0,10,47,4,38,80,6,Unknown,6,4,2,5,Unknown,1,1,2
Sweet Spot,Unknown,Comedy,1,21-Apr-91,Unknown,Group TAC,Unknown,Unknown,Unknown,45 min.,PG-13 - Teens 13 or older,12291,12717,394,1,20,134,8,36,196,6,2,4,16,23,25,12,5,3,3
Kurumiwari Ningyou (2014),Unknown,"Fantasy, Romance, Drama",1,29-Nov-14,Unknown,Sanrio,Unknown,Unknown,Unknown,1 hr. 20 min.,G - All Ages,15224,13601,291,0,11,56,6,47,171,5,Unknown,2,3,2,3,6,7,1,4
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,6.22,"Action, Comedy, Fantasy, Magic, Shoujo",1,1-Jan-08,Unknown,Unknown,Unknown,Unknown,Original,12 min.,G - All Ages,7240,9472,1550,2,49,778,37,58,628,46,23,43,99,121,74,29,14,8,6
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.45,"Action, Adventure, Supernatural, Drama, Shounen",24,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity),122,159,641298,13852,21449,555181,5258,3162,56248,98315,131812,131420,59310,16576,5302,1933,786,360,1006
Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,7.05,"Comedy, Magic, Ecchi, Fantasy",1,25-Jul-15,Unknown,"Lantis, DAX Production",Unknown,SILVER LINK.,Manga,26 min.,PG-13 - Teens 13 or older,3446,2853,32450,18,667,22204,332,240,9007,1332,1202,2943,4841,2538,1191,451,215,119,102
Kaibutsu Oujo Specials,6.57,"Adventure, Comedy, Horror, Supernatural, Shounen",3,"Dec 9, 2010 to Oct 7, 2011",Unknown,Unknown,Unknown,Tatsunoko Production,Unknown,4 min. per ep.,R - 17+ (violence & profanity),5531,8871,1960,2,79,996,42,52,791,44,34,73,151,124,74,20,13,6,5
Donyatsu Specials,5.68,"Comedy, Sci-Fi, Seinen",2,20-Dec-13,Unknown,Unknown,Unknown,Gathering,Manga,2 min. per ep.,G - All Ages,9189,12067,511,0,21,263,9,47,171,11,3,6,24,34,46,11,7,11,10
Military!,5.82,"Ecchi, Slice of Life, Comedy, Military, Seinen",12,"Jan 7, 2015 to Mar 25, 2015",Winter 2015,"DAX Production, Dream Creation",Unknown,Creators in Pack,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,8768,2778,33892,26,1734,20671,790,2600,8097,522,548,1474,3179,3961,3142,1622,947,609,383
Mama Ohanashi Kikasete,Unknown,"Fantasy, Kids",15,"May 9, 1987 to Sep 19, 1988",Spring 1987,Unknown,Unknown,Unknown,Unknown,8 min. per ep.,G - All Ages,15401,15629,159,0,8,48,4,49,50,7,Unknown,7,3,2,4,2,Unknown,Unknown,4
Gutchonpa Omoshiro Hanashi,Unknown,Kids,5,"Nov 5, 1987 to Nov 4, 1988",Fall 1987,Unknown,Unknown,Unknown,Unknown,8 min. per ep.,G - All Ages,14205,16021,136,0,7,41,5,46,37,4,Unknown,6,2,2,4,3,Unknown,1,5
Koe wo Kikasete,Unknown,"Kids, Drama",1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,40 min.,G - All Ages,15105,16424,118,0,6,28,3,34,47,3,6,1,4,Unknown,Unknown,Unknown,Unknown,Unknown,3
"Tanbai Haru, Tookaraji",Unknown,"Drama, Kids",1,2010,Unknown,Unknown,Unknown,Toei Animation,Unknown,40 min.,G - All Ages,12375,16121,131,0,9,29,3,41,49,6,Unknown,Unknown,1,1,3,1,Unknown,Unknown,4
Kono Sora no Shita de,Unknown,"Drama, Kids",1,2005,Unknown,Unknown,Unknown,Toei Animation,Unknown,42 min.,G - All Ages,15142,16178,128,0,9,30,4,35,50,3,Unknown,6,2,2,1,2,Unknown,1,1
Yume no Tsuzuki,Unknown,"Drama, Kids",1,2007,Unknown,Unknown,Unknown,Toei Animation,Unknown,40 min.,G - All Ages,13063,15934,141,0,8,28,4,39,62,4,2,Unknown,4,3,1,1,Unknown,1,2
Hidamari no Ie,Unknown,"Kids, Drama",1,2003,Unknown,Unknown,Unknown,Toei Animation,Unknown,42 min.,G - All Ages,14395,15750,150,0,11,34,3,37,65,4,1,6,2,2,1,Unknown,2,Unknown,3
Boku to Gaku: Ano Natsu no Monogatari,Unknown,"Historical, Drama, Kids",1,2009,Unknown,Unknown,Unknown,Toei Animation,Unknown,42 min.,G - All Ages,13459,14944,194,0,8,54,3,46,83,5,Unknown,1,9,5,1,2,Unknown,3,4
Namae... Sore wa Moeru Inochi,Unknown,"Drama, Kids",1,2006,Unknown,Unknown,Unknown,Toei Animation,Unknown,18 min.,G - All Ages,15748,16196,128,0,7,26,1,38,56,4,1,3,1,1,Unknown,1,Unknown,Unknown,3
"Gomen ne, Mii-chan",Unknown,"Drama, Kids",1,2005,Unknown,Unknown,Unknown,Toei Animation,Unknown,12 min.,G - All Ages,14158,16263,124,0,7,30,2,40,45,3,Unknown,2,7,Unknown,2,Unknown,Unknown,2,1
Miitsuketa!,Unknown,"Drama, Kids",1,2002,Unknown,Unknown,Unknown,Toei Animation,Unknown,30 min.,G - All Ages,15551,16157,130,0,8,29,3,39,51,3,1,1,11,Unknown,1,Unknown,Unknown,Unknown,1
Kokoro no Koukyougaku,Unknown,"Drama, Kids",1,2002,Unknown,Unknown,Unknown,Toei Animation,Unknown,43 min.,G - All Ages,15119,16129,131,0,8,29,4,36,54,4,Unknown,1,2,9,1,Unknown,Unknown,Unknown,2
Hibike! Wadaiko,6.63,"Drama, Kids",1,2004,Unknown,Unknown,Unknown,Toei Animation,Unknown,22 min.,G - All Ages,5238,11336,688,0,25,191,12,62,398,13,22,26,27,15,7,5,3,3,5
Yooidon!,Unknown,"Drama, Kids",1,2004,Unknown,Unknown,Unknown,Toei Animation,Unknown,18 min.,G - All Ages,13006,16384,119,0,9,26,3,45,36,3,Unknown,2,3,2,3,Unknown,2,Unknown,1
Moudouken Quill no Isshou,Unknown,Drama,1,13-Mar-04,Unknown,Unknown,Unknown,Unknown,Unknown,25 min.,G - All Ages,15674,15666,155,0,13,40,4,33,65,4,1,6,1,2,3,2,Unknown,2,4
Kokoroya,Unknown,"Kids, Psychological, Sci-Fi",1,2014,Unknown,Unknown,Unknown,Toei Animation,Unknown,25 min.,G - All Ages,15119,12496,432,0,17,172,9,56,178,119,1,4,11,3,2,1,4,3,11
Iwata Kunchi no Obaachan,Unknown,"Drama, Historical, Kids",1,2009,Unknown,Unknown,Unknown,Toei Animation,Unknown,20 min.,G - All Ages,14656,16118,132,0,9,39,3,34,47,7,Unknown,1,2,4,1,Unknown,1,1,2
Seitokai Yakuindomo* OVA,7.9,"Slice of Life, Comedy, School, Shounen",10,"May 16, 2014 to Sep 17, 2020",Unknown,Starchild Records,Unknown,GoHands,4-koma manga,25 min. per ep.,R - 17+ (violence & profanity),672,1947,62844,103,24871,7413,8019,1504,21037,2873,4575,8696,5577,1697,555,138,64,28,57
Paper Cranes Story: Kenta to Maiko,Unknown,"Fantasy, Historical, Kids",1,11-Apr-14,Unknown,Unknown,Unknown,Unknown,Picture book,26 min.,G - All Ages,11495,16185,129,0,10,38,2,29,50,5,Unknown,5,5,3,3,1,2,Unknown,1
Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,Unknown,"Historical, Kids",1,2002,Unknown,Unknown,Unknown,Toei Animation,Unknown,16 min.,G - All Ages,13215,13043,348,1,12,87,11,60,178,13,1,3,7,10,6,4,1,2,5
Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,Unknown,"Historical, Kids",1,2002,Unknown,Unknown,Unknown,Toei Animation,Unknown,14 min.,G - All Ages,13211,13244,324,4,17,97,8,62,140,14,2,5,11,8,11,3,2,1,6
Kie Saranu Kizuato: Hi no Umi Osaka,Unknown,"Historical, Kids",1,1992,Unknown,Unknown,Unknown,Toei Animation,Unknown,20 min.,G - All Ages,14991,16359,121,0,7,30,2,36,46,8,1,2,4,Unknown,1,Unknown,Unknown,Unknown,2
Hato yo: Hiroshima no Sora wo,Unknown,"Historical, Kids",1,1999,Unknown,Unknown,Unknown,Unknown,Unknown,21 min.,G - All Ages,14311,15422,168,0,6,40,8,34,80,4,Unknown,9,5,1,1,Unknown,Unknown,Unknown,1
Okori Jizou,Unknown,"Historical, Kids",1,15-Jun-83,Unknown,Unknown,Unknown,Unknown,Unknown,27 min.,G - All Ages,11334,15947,142,0,5,35,2,46,54,6,Unknown,2,3,3,2,1,1,Unknown,3
Okaachan Gomen ne,Unknown,"Historical, Kids",1,1985,Unknown,Unknown,Unknown,Unknown,Unknown,26 min.,G - All Ages,11315,16365,122,0,5,32,2,42,41,6,6,4,2,Unknown,Unknown,Unknown,Unknown,Unknown,1
Nagasaki no Kouma,Unknown,"Historical, Kids",1,1984,Unknown,Unknown,Unknown,Unknown,Unknown,27 min.,G - All Ages,15736,16196,129,0,6,36,3,40,44,8,Unknown,Unknown,4,2,1,1,Unknown,Unknown,3
Tobiuo no Boy wa Byouki Desu,Unknown,"Fantasy, Historical, Kids",1,1982,Unknown,Unknown,Unknown,Unknown,Unknown,19 min.,G - All Ages,12533,16682,107,0,6,27,2,44,28,4,Unknown,Unknown,8,1,Unknown,1,Unknown,1,Unknown
Shounen H ga Mita Sensou,Unknown,"Historical, Kids",1,1997,Unknown,Unknown,Unknown,Unknown,Unknown,25 min.,G - All Ages,12067,16635,108,0,7,28,2,36,35,3,Unknown,3,2,5,Unknown,2,1,Unknown,Unknown
Nat-chan no Akai Tebukuro,Unknown,"Historical, Kids",1,6-Jun-87,Unknown,Unknown,Unknown,Unknown,Unknown,18 min.,G - All Ages,11091,15945,142,0,7,38,3,36,58,7,Unknown,7,4,Unknown,4,1,Unknown,Unknown,4
Okaasan no Ki,Unknown,"Kids, Historical",1,1986,Unknown,Unknown,Unknown,Unknown,Unknown,22 min.,G - All Ages,11297,16366,120,0,6,32,3,35,44,5,Unknown,Unknown,6,2,2,1,Unknown,1,1
Shin-chan no Sanrinsha,Unknown,"Historical, Kids",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,24 min.,G - All Ages,11993,15223,182,0,12,56,5,49,60,9,Unknown,2,7,7,Unknown,2,2,Unknown,1
Shinken Seminar Koukou Kouza,Unknown,"School, Shounen",1,4-Apr-12,Unknown,Half H.P Studio,Unknown,Manglobe,Unknown,32 min.,PG-13 - Teens 13 or older,12000,13259,323,0,19,66,9,40,189,6,Unknown,4,6,7,10,2,3,1,3
Ganbare! Lulu Lolo 2nd Season,Unknown,"Kids, Slice of Life",26,"Sep 25, 2014 to Mar 26, 2015",Fall 2014,NHK,Unknown,Fanworks,Picture book,5 min. per ep.,PG - Children,14060,14281,237,0,12,66,10,65,84,4,Unknown,2,8,4,6,6,2,3,11
Yuri Kuma Arashi,7.08,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai",12,"Jan 6, 2015 to Mar 31, 2015",Winter 2015,"Frontier Works, Media Factory, Mainichi Broadcasting System, Movic, Gentosha Comics",Funimation,SILVER LINK.,Original,24 min. per ep.,R - 17+ (violence & profanity),3321,1594,84385,703,5207,32697,4039,7792,34650,2200,3556,6484,7051,4293,2428,1719,831,522,558
Ai Tenshi Densetsu Wedding Peach Specials,6.22,"Adventure, Comedy, Magic, Romance, Shoujo",2,"Nov, 1995",Unknown,"KSS, Nihon Ad Systems, Studio Jack",Unknown,OLM,Unknown,10 min. per ep.,G - All Ages,7248,10056,1197,2,48,651,24,54,420,35,21,26,82,91,60,13,12,9,7
Omedetou Jesus-sama,Unknown,"Historical, Kids",1,11-Oct-05,Unknown,Unknown,Unknown,Unknown,Novel,20 min.,G - All Ages,11320,15204,182,3,8,44,5,38,87,8,Unknown,3,2,2,9,1,2,Unknown,3
Doolie Baenang-Yeohaeng,Unknown,"Adventure, Kids",7,"Oct, 1995",Unknown,Unknown,Unknown,Unknown,Unknown,23 min. per ep.,G - All Ages,13843,15678,157,0,5,57,2,46,47,6,1,1,3,3,7,3,7,2,7
Examurai Sengoku Recap,Unknown,"Action, Samurai",1,1-Apr-09,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,15 min.,PG-13 - Teens 13 or older,13918,13705,279,0,14,94,10,35,126,4,2,1,4,8,10,5,Unknown,8,5
Free!: Eternal Summer - Kindan no All Hard!,7.93,"Comedy, School, Slice of Life",1,18-Mar-15,Unknown,Unknown,Funimation,Kyoto Animation,Original,24 min.,PG-13 - Teens 13 or older,641,1760,74485,231,1432,57548,637,897,13971,6900,6994,9533,8102,3308,1440,407,181,99,171
Niji no Kizuna,Unknown,"Drama, Kids",1,2011,Unknown,Unknown,Unknown,Unknown,Unknown,31 min.,G - All Ages,11163,16602,110,0,6,26,2,38,38,3,Unknown,1,5,3,1,Unknown,Unknown,Unknown,2
Himawari no You ni,Unknown,"Drama, Kids",1,2006,Unknown,Unknown,Unknown,Unknown,Unknown,42 min.,G - All Ages,14408,15494,164,0,12,48,3,36,65,4,5,1,5,3,1,3,Unknown,Unknown,3
Tabidachi no Hi ni,Unknown,"Drama, Kids",1,2004,Unknown,Unknown,Unknown,Unknown,Unknown,40 min.,G - All Ages,12324,16388,120,0,6,28,2,42,42,4,Unknown,2,6,1,1,Unknown,Unknown,1,Unknown
Mebae no Ashita,Unknown,"Drama, Kids",1,2003,Unknown,Unknown,Unknown,Unknown,Unknown,41 min.,G - All Ages,15491,16674,106,0,6,29,2,34,35,4,Unknown,5,3,1,Unknown,Unknown,1,Unknown,1
Shin-chan ga Naita!,Unknown,"Drama, Kids",1,1989,Unknown,Unknown,Unknown,Unknown,Unknown,36 min.,G - All Ages,11972,15812,146,0,10,52,3,37,44,5,Unknown,7,8,7,2,Unknown,Unknown,Unknown,1
"Kii-chan Watashi, Umarete Kite Yokatta!",Unknown,"Drama, Kids",1,2002,Unknown,Unknown,Unknown,Unknown,Unknown,21 min.,G - All Ages,14977,16379,119,0,8,30,2,34,45,3,2,Unknown,9,2,Unknown,Unknown,Unknown,Unknown,1
"Ikitemasu, 15-sai.",Unknown,"Kids, Drama",1,2002,Unknown,Unknown,Unknown,Unknown,Unknown,22 min.,G - All Ages,14592,16312,123,0,10,30,2,34,47,3,Unknown,1,4,5,1,Unknown,Unknown,Unknown,3
Kaze no Tabibito,Unknown,"Drama, Kids",1,2003,Unknown,Unknown,Unknown,Unknown,Unknown,30 min.,G - All Ages,14915,16495,114,0,7,33,2,34,38,3,Unknown,Unknown,7,4,Unknown,Unknown,Unknown,Unknown,2
Kiniro no Kujira,Unknown,"Drama, Kids",1,1998,Unknown,Unknown,Unknown,Unknown,Unknown,25 min.,G - All Ages,15031,16449,117,0,8,29,3,31,46,3,Unknown,1,7,3,Unknown,Unknown,2,Unknown,1
Kitsune no Kan Chigai,Unknown,"Drama, Kids",1,1993,Unknown,Unknown,Unknown,Unknown,Unknown,28 min.,G - All Ages,15059,16595,110,0,5,29,4,33,39,4,1,2,7,2,Unknown,Unknown,Unknown,1,1
Crayon no Hoshi,Unknown,"Drama, Kids",1,1991,Unknown,Unknown,Unknown,Unknown,Unknown,14 min.,G - All Ages,13721,16351,120,0,5,42,3,37,33,5,Unknown,6,2,3,Unknown,3,Unknown,2,2
Cherry Blossom,Unknown,"Kids, Drama",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,42 min.,G - All Ages,13591,15220,181,1,8,43,7,42,81,4,Unknown,5,6,4,2,Unknown,Unknown,1,3
Tenki ni Naare,Unknown,"Drama, Historical, Kids, Space",1,1995,Unknown,Unknown,Unknown,Unknown,Unknown,41 min.,G - All Ages,12420,16093,133,0,6,35,4,39,49,4,1,3,4,1,1,1,1,Unknown,2
Inochi Kagayaku Akari,Unknown,"Drama, Kids",1,1999,Unknown,Unknown,Unknown,Unknown,Unknown,48 min.,G - All Ages,14612,16076,134,1,6,45,5,31,47,3,Unknown,1,8,3,5,2,Unknown,Unknown,2
Owari no Seraph,7.49,"Action, Military, Supernatural, Drama, Vampire, Shounen",12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,"Rakuonsha, NBCUniversal Entertainment Japan, Shueisha",Funimation,Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),1589,89,888227,10730,40781,642719,17399,24383,162945,48515,71339,133622,134810,58192,25346,10732,4545,2018,1430
Mina no Egao,Unknown,"Kids, Drama",1,1992,Unknown,Unknown,Unknown,Unknown,Unknown,16 min.,G - All Ages,15556,16226,126,0,6,41,2,30,47,4,1,7,4,4,9,Unknown,Unknown,Unknown,2
Mina no Mura to Kawa,Unknown,"Drama, Kids",1,1998,Unknown,Unknown,Unknown,Unknown,Unknown,17 min.,G - All Ages,15564,16744,103,0,5,28,2,33,35,3,Unknown,Unknown,4,3,1,2,Unknown,1,2
Mina no Mura to Mori,Unknown,"Drama, Kids",1,2000,Unknown,Unknown,Unknown,Unknown,Unknown,18 min.,G - All Ages,15560,16658,106,0,6,33,2,32,33,4,Unknown,1,3,7,2,3,1,Unknown,1
Mina no Mura no Gomi Soudou,Unknown,"Kids, Drama",1,2004,Unknown,Unknown,Unknown,Unknown,Unknown,22 min.,G - All Ages,15549,16705,103,0,5,33,2,32,31,3,Unknown,6,3,1,2,1,4,Unknown,1
Mina no Bousai Mura Dzukuri,Unknown,"Drama, Kids",1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,20 min.,G - All Ages,15564,16753,102,0,5,29,2,33,33,3,Unknown,Unknown,8,2,2,1,1,1,2
Nidoto Touranai Tabibito,Unknown,"Drama, Kids",1,2001,Unknown,Gakken,Unknown,Unknown,Unknown,17 min.,G - All Ages,11126,15594,159,0,9,29,2,42,77,4,Unknown,Unknown,5,2,Unknown,1,Unknown,Unknown,2
Mienu Me ni Kanjita Kumotoriyama no Asahi,Unknown,"Drama, Kids",1,2000,Unknown,Gakken,Unknown,Unknown,Unknown,19 min.,G - All Ages,15545,16318,123,0,5,31,4,34,49,7,1,2,3,1,1,Unknown,Unknown,1,2
Tabi no Kisetsu,Unknown,"Drama, Kids",1,2000,Unknown,Gakken,Unknown,Unknown,Unknown,19 min.,G - All Ages,12324,15732,152,1,7,32,4,40,69,4,Unknown,8,4,1,Unknown,Unknown,Unknown,Unknown,Unknown
Shiokari Touge,Unknown,"Kids, Drama",1,2000,Unknown,Gakken,Unknown,Unknown,Unknown,19 min.,G - All Ages,12013,16163,130,0,8,24,3,38,57,3,Unknown,2,7,Unknown,Unknown,Unknown,1,Unknown,Unknown
Nogiku no Haka,Unknown,"Drama, Kids, Romance",1,2000,Unknown,Gakken,Unknown,Unknown,Unknown,20 min.,G - All Ages,11209,15148,186,0,10,53,7,39,77,5,Unknown,2,12,8,2,1,1,Unknown,3
Goi-sensei to Tarou,Unknown,"Drama, Kids, School",1,2005,Unknown,Gakken,Unknown,Unknown,Unknown,16 min.,G - All Ages,14149,15158,184,0,9,42,6,31,96,4,Unknown,2,7,2,3,Unknown,1,Unknown,2
Tegami,Unknown,"Drama, Historical, Kids",1,2004,Unknown,Gakken,Unknown,Unknown,Unknown,18 min.,G - All Ages,12407,15115,187,0,10,35,5,37,100,7,1,4,5,Unknown,3,Unknown,Unknown,1,Unknown
Meiji Ishin wo Tsukuriageta Hitobito,Unknown,"Kids, Samurai, Historical, Drama",1,2004,Unknown,Gakken,Unknown,Unknown,Unknown,22 min.,G - All Ages,15500,16081,134,0,6,38,2,34,54,8,1,2,1,1,2,Unknown,Unknown,Unknown,5
